"ROCode","RONo","RODate","MHCode","MHName","PCode","PName","JobTypeCode","JobTypeName","Caption","EditCentre","DoPubTel","SizeDur","TotSizeDur","GuarantedPos","Premium","StrPre","Rate","StrRate","Amt","NetAmt","Remarks","BillAmt","InvNo","PayAmt","RectNo","RcptAmt","MBAmt","RateCGST","AmtCGST","RateSGST","AmtSGST","RateIGST","AmtIGST","FinalAmt","HSNCode"
$1819.00,$3874.00,7-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","8-6-2019","HEIGHT - 8CM. WIDTH- 15CM.","120 SQCM.","PAGE NO.  2 REQUESTED",$0.00,"",$102.00,"32+23+26+21=102/-",$12240.00,$11322.00,"DEHRADUN + HARIDWAR EDI@32/-, NAINITAL EDI@23/-, MUZAFFARPUR EDI@26/-KOLKATTA EDI@21/-, DEAL 25 LAKH",$0.00,$0.00,$11888.00,,$0.00,$11888.00,$2.50,$283.05,$2.50,$283.05,$0.00,$0.00,$11888.10,"9983"
$1820.00,$3875.00,7-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","SILIGUDI EDITION","8-6-2019","HEIGHT - 10CM. WIDTH- 18CM,","180 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$21.00,"PER SQCM.",$3780.00,$3496.50,"SILIGUDI EDITION @ 21/-, DEAL 25 LAKH",$0.00,$0.00,$3671.00,,$0.00,$8741.00,$2.50,$87.41,$2.50,$87.41,$0.00,$0.00,$3671.32,"9983"
$1821.00,$3876.00,7-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$80.00,"S DHANWANTRI SME 2 - 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","9-6-2019","HEIGHT - 12CM. WIDTH- 10CM.","120 SQ CM.  (SUNDRI SUDHA)","PAGE NO 2,4,5",$0.00,"",$528.00,"176+176+88+88=528",$63360.00,$58608.00,"LUCKNOW EDI@176/-, KANPUR EDI@176/-, GORAKHPUR EDI@88/-, ALLAHABAD EDI@88/-, .......DEAL 25 LAKH",$0.00,$0.00,$61538.00,,$0.00,$61538.00,$2.50,$1465.20,$2.50,$1465.20,$0.00,$0.00,$61538.40,"9983"
$1822.00,$3877.00,8-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","10-6-2019","HEIGHT- 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO.  2 REQUESTED",$0.00,"",$80.00,"32+16+16+16= 80/-",$9600.00,$8880.00,"LUDHIANA EDI@32/-, PATIAYALA EDI@16/-  CHANDIGARH EDI@16/-, BHATINDA EDI@ 16, DEAL 25 LAKH",$0.00,$0.00,$9324.00,,$0.00,$9324.00,$2.50,$222.00,$2.50,$222.00,$0.00,$0.00,$9324.00,"9983"
$1823.00,$3878.00,8-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","ALIGARH EDITION","10-6-2019","HEIGHT - 8CM. WIDTH- 14 CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$41.00,"PER SQCM.",$4592.00,$4247.60,"ALIGARH EDITION@41/- DEAL  7 LAKH",$0.00,$0.00,$4459.00,,$0.00,$4460.00,$2.50,$106.19,$2.50,$106.19,$0.00,$0.00,$4459.98,"9983"
$1824.00,$3879.00,8-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","JAMMU EDITION","10-6-2019","HEIGHT - 8CM. WIDTH- 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$16.00,"PER SQCM.",$1920.00,$1776.00,"JAMMU EDITION @ 16/-, DEAL 25 LAKH",$0.00,$0.00,$1864.00,,$0.00,$1864.00,$2.50,$44.40,$2.50,$44.40,$0.00,$0.00,$1864.80,"9983"
$1825.00,$3880.00,8-6-2019 0:00:00,$25.00,"VARTIKA CREATIONS",$108.00,"SIRMAUR SOAP FACTORY",$91.00,"HOARDING FLAX","HOARDIGN FLAX","NA","NA","10X30 X 2","600 SQFT","BLACKOUT",$0.00,"",$7.35,"PER SQFT",$4410.00,$4200.00,"VARTIKA CREATION - 7/-
CLIENT - 7.35/-",$0.00,$0.00,$4200.00,"2287",$53387.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4200.00,"9983"
$1826.00,$3881.00,8-6-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$5.00,"DEVYOG ELECTRONIC",$0.00,"WAVE CINEMA","DEVYOG ELECTRONIIC","WAVE CINEMA MORADABAD","12-6-19 TO 9-7-19 (4 WEEK)","10 SEC","10 SEC X 3 SCREEN X 4 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC",$9600.00,$6720.00,"USE RUNNING ADVT",$0.00,$0.00,$7930.00,"2294",$10000.00,$7930.00,$9.00,$604.80,$9.00,$604.80,$0.00,$0.00,$7929.60,"998366"
$1827.00,$3882.00,10-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION","11-6-2019","HEIGHT-8CM WITH-14CM.","112 SQCM","PAGE NO. 2,4,5",$0.00,"",$36.00,"PER SQCM.",$4032.00,$3729.60,"NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$3916.00,,$0.00,$3916.00,$2.50,$93.24,$2.50,$93.24,$0.00,$0.00,$3916.08,"9983"
$1828.00,$3883.00,10-6-2019 0:00:00,$27.00,"EVERDATA TECHNOLOGIES PRIVATE LIMITED",$37.00,"ANTHEM ADVERTISING AGENCY",$26.00,"DOMAIN RENEWAL","ANTHEM ADVERTISING AGENCY","JAYPUR","23/06/2019 - 22/06/2020","2000 MB SPACE WITH DOMAIN","ONE YEAR WITH 2000 MB","",$0.00,"",$1849.00,"1199+650=1849/-",$1849.00,$1849.00,"",$0.00,$0.00,$2182.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$332.82,$2181.82,"9983"
$1829.00,$3884.00,10-6-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$290.00,"CADD CENTER",$59.00,"WAVE CINEMA","CADD CENTER","WAVE CINEMA MORADABAD","12-6-2019 TO 18-6-2019","10 SEC.","10 SEC X  3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$2400.00,$1680.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$1982.00,,$0.00,$1982.00,$0.00,$0.00,$0.00,$0.00,$18.00,$302.40,$1982.40,"998366"
$1830.00,$3885.00,11-6-2019 0:00:00,$2.00,"AMAR UJALA",$291.00,"SHEHNAZ AKHTAR",$2.00,"RUNNING CLASSIFIED","SAMBANDH VICCHED","MORADABAD EDI","12-6-19","25 WORDS","25 WORDS + 25 WORDS EXTRA","PERSONAL  (SAMBANDH VICCHED)",$0.00,"",$634.00,"FOR 25 WORDS",$1384.00,$1176.40,"25 WORDS +25 WORDS EXTRA = 50 WORDS",$0.00,$0.00,$1235.00,"2198",$1458.00,$0.00,$2.50,$29.41,$2.50,$29.41,$0.00,$0.00,$1235.22,"9983"
$1831.00,$3886.00,11-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","BAREILLY EDITION","12-6-2019","HEIGHT - 8CM. WIDTH- 14CM.","112 SQCM.","PAGE NO.  2,4,5",$0.00,"",$64.00,"PER SQCM.",$7168.00,$6630.40,"BAREILLY EDITION@64/- DEAL 7 LAKH",$0.00,$0.00,$6961.00,"2279",$25583.00,$6962.00,$2.50,$165.76,$2.50,$165.76,$0.00,$0.00,$6961.92,"9983"
$1832.00,$3887.00,12-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$292.00,"RITU TYAGI",$8.00,"MATRIMONIAL","GROOM REQUIRED","DAINIK JAGARN ALL EDITION","16-6-2019","25 WORDS","25 WORDS","BRAHMIN",$0.00,"",$3900.00,"FOR 25 WORDS",$3900.00,$3315.00,"CLIENT MOBILE NO. 9759799484",$0.00,$0.00,$3480.00,"2199",$3900.00,$0.00,$2.50,$82.88,$2.50,$82.88,$0.00,$0.00,$3480.75,"9983"
$1833.00,$3888.00,13-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISAR + ROHTAK EDITION + PANIPAT EDITION","14-6-2019","HEIGHT-6CM. WIDTH-33CM.","198 SQCM.","PAGE NO. 2,4,5",$0.00,"",$80.00,"40+40=80/-",$15840.00,$14652.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$15384.00,,$0.00,$15384.00,$2.50,$366.30,$2.50,$366.30,$0.00,$0.00,$15384.60,"9983"
$1834.00,$3889.00,14-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION","17-6-2019","HEIGHT - 8CM. WIDTH- 14CM.","112 SQCM,.","PAGE NO. 2,4,5",$0.00,"",$36.00,"PER SQCM.",$4032.00,$3729.60,"NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$3916.00,,$0.00,$3916.00,$2.50,$93.24,$2.50,$93.24,$0.00,$0.00,$3916.08,"9983"
$1835.00,$3890.00,14-6-2019 0:00:00,$23.00,"TIMES OF INDIA",$215.00,"YASMEEN AHMAD",$2.00,"RUNNING CLASSIFIED","NAME CHANGE","BAREILLY EDITION","16-6-2019","5 LINE + 2 EXTRA LINE","6 LINE","NAME CHANGE",$0.00,"",$154.00,"110 + 44 (2 EXTR LINE)=154",$154.00,$130.90,"",$0.00,$0.00,$138.00,"2207",$160.00,$0.00,$2.50,$3.27,$2.50,$3.27,$0.00,$0.00,$137.44,"9983"
$1836.00,$3891.00,14-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","BAREILLY CITY","15-6-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQ CM.","PAGE NO.   2 REQUESTED",$0.00,"",$29.00,"PER SQCM.",$3480.00,$3219.00,"BAREILLY CITY@29/-, DEAL  25 LAKH",$0.00,$0.00,$3379.00,,$0.00,$3379.00,$2.50,$80.48,$2.50,$80.48,$0.00,$0.00,$3379.95,"9983"
$1837.00,$3892.00,14-6-2019 0:00:00,$4.00,"HINDUSTAN",$293.00,"RADHA KRISHNA POLYTECHNIC",$10.00,"ADVERTISING IN NEWS PAPER","RADHA KRISHNA POLYTECHNIC","MORADABAD EDITION","15-6-2019","HEIGHT - 22CM. WIDTH - 16CM.","352 SQCM.","FRONT JACKET",$0.00,"",$35000.00,"",$35000.00,$29750.00,"",$0.00,$0.00,$31237.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$1487.50,$31237.50,"9983"
$1838.00,$3893.00,14-6-2019 0:00:00,$4.00,"HINDUSTAN",$293.00,"RADHA KRISHNA POLYTECHNIC",$10.00,"ADVERTISING IN NEWS PAPER","RADHA KRISHNA POLYTECHNIC","BIJNOR","15-6-2019","HEIGHT - 25CM. WIDTH - 16CM.","400 SQCM.","GOOD POSITION",$0.00,"",$10000.00,"",$10000.00,$8500.00,"",$0.00,$0.00,$8925.00,"2262",$100000.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$425.00,$8925.00,"9983"
$1839.00,$3894.00,15-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","17-6-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO 2 REQUESTED",$0.00,"",$213.00,"22+48+27+116= 213/-",$25560.00,$23643.00,"MORDABAD EDI@22/-,  BAREILLY EDI@48/-, ALIGARH EDI@ 27/- MEERUT+SAHARANPUR@ 116/- DEAL 25 LAKH",$0.00,$0.00,$24825.00,,$0.00,$24825.00,$2.50,$591.08,$2.50,$591.08,$0.00,$0.00,$24825.15,"9983"
$1840.00,$3895.00,15-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$215.00,"YASMEEN AHMAD",$2.00,"RUNNING CLASSIFIED","NAME CHANGE","MORDABAD EDITION","16-6-2019","6 LINE +1 EXTRA LINE","7 LINE","NAME CHANGE",$0.00,"",$350.00,"300+50 = 300/-",$350.00,$297.50,"CLIENT MOB NO. 9837300683.",$0.00,$0.00,$312.00,"2208",$350.00,$0.00,$2.50,$7.44,$2.50,$7.44,$0.00,$0.00,$312.38,"9983"
$1841.00,$3896.00,15-6-2019 0:00:00,$21.00,"MODERN OFFSET PRINTERS",$108.00,"SIRMAUR SOAP FACTORY",$18.00,"STIKERS","POSTER +STIKER","NA","NA","1500X2","3000 SHEETS","GOOD",$0.00,"",$5.58,"PE SHEET",$16765.74,$15117.38,"MODERN PRESS- 3180/-. GRANESH TRADERS - 14653/-, KAPIL CUTTING -450/-  MAMA RIKSHA- 300/-,  POLLYTHIN 100/-     +5% AC RS- 934.15",$0.00,$0.00,$0.00,,$0.00,$14653.00,$19.00,$2872.30,$9.00,$1360.56,$0.00,$0.00,$19350.25,"9983"
$1842.00,$3897.00,17-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK","18-6-2019","HEIGHT= 8CM. WITH- 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$102.00,"32+23+26+21=102/-",$12240.00,$11322.00,"DEHRADUN + HARIDWAR EDI@32/-, NAINITAL EDI@23/-, MUZAFFARPUR EDI@26/-KOLKATTA EDI@21/-, DEAL 25 LAKH",$0.00,$0.00,$11888.00,,$0.00,$11888.00,$2.50,$283.05,$2.50,$283.05,$0.00,$0.00,$11888.10,"9983"
$1843.00,$3898.00,17-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","SILIGURI EDITION","18-6-2019","HEIGHT = 10CM. WITH - 18CM.","180 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$21.00,"PER SQCM.",$3780.00,$3496.50,"SILIGUDI EDITION @ 21/-, DEAL 25 LAKH",$0.00,$0.00,$3671.00,,$0.00,$3671.00,$2.50,$87.41,$2.50,$87.41,$0.00,$0.00,$3671.32,"9983"
$1844.00,$3899.00,17-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION","21-6-2019","HEIGHT - 8CM. WIDTH - 14CM.","112 SQCM.","PAGE NO 2,4,5",$0.00,"",$45.00,"PER SQCM.",$5040.00,$4662.00,"MORADABAD EDITION@45/- DEAL  7 LAKH",$0.00,$0.00,$4895.00,,$0.00,$4896.00,$2.50,$116.55,$2.50,$116.55,$0.00,$0.00,$4895.10,"9983"
$1845.00,$3900.00,18-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION CENTER IN REMARK","19-6-2019","HEIGHT - 8CM. WIDTH- 15CM.","120 SQCM","PAGE NO.  2",$0.00,"",$80.00,"32+16+16+16= 80/-",$9600.00,$8880.00,"LUDHIANA EDI@32/-, PATIAYALA EDI@16/-  CHANDIGARH EDI@16/-, BHATINDA EDI@ 16, DEAL 25 LAKH",$0.00,$0.00,$9324.00,,$0.00,$9324.00,$2.50,$222.00,$2.50,$222.00,$0.00,$0.00,$9324.00,"9983"
$1846.00,$3901.00,18-6-2019 0:00:00,$45.00,"GYANSAGER PRODUCTION",$290.00,"CADD CENTER",$0.00,"","CANCEL","","NA","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,""
$1847.00,$3902.00,18-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$80.00,"S DHANWANTRI SME 2 - 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","19-6-2019","HEIGHT - 12CM. WIDTH - 10CM.","120 SQCM. (PACHAN SUDHA)","PAGE NO. 2,4,5",$0.00,"",$528.00,"176+176+88+88=528/-",$63360.00,$58608.00,"LUCKNOW EDI@176/-, KANPUR EDI@176/-, GORAKHPUR EDI@88/-, ALLAHABAD EDI@88/-, .......DEAL 25 LAKH",$0.00,$0.00,$61538.00,,$0.00,$61538.00,$2.50,$1465.20,$2.50,$1465.20,$0.00,$0.00,$61538.40,"9983"
$1848.00,$3903.00,19-6-2019 0:00:00,$4.00,"HINDUSTAN",$294.00,"SHANE ILAHI",$2.00,"RUNNING CLASSIFIED","NAME CHANGE","MORADABAD EDITION","20-6-2019","25 WORDS + 7 EXTRA WORDS","32","NAME CHANGE",$0.00,"",$601.00,"475+126=601/-",$601.00,$510.85,"",$0.00,$0.00,$536.00,"2215",$631.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$25.54,$536.39,"9983"
$1849.00,$3904.00,19-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$294.00,"SHANE ILAHI",$2.00,"RUNNING CLASSIFIED","NAME CHANGE","MORADABAD EDITION","20-6-2019","6 LINE","6 LINE","NAME CHANGE",$0.00,"",$500.00,"FOR 6 LINE",$500.00,$425.00,"CLIENT MOB NO. 9897222662",$0.00,$0.00,$446.00,"2216",$525.00,$0.00,$2.50,$10.63,$2.50,$10.63,$0.00,$0.00,$446.25,"9983"
$1850.00,$3905.00,19-6-2019 0:00:00,$19.00,"I & S MEDIA SOLUTION",$108.00,"SIRMAUR SOAP FACTORY",$17.00,"HOARDING ADERTISEMENT","2ND SLAP HOARDING ADVERTISEMENT.","BHOJPUR BUSSTAN, APNI HAWELI RMP, SHERUA CHAURAHA, SISMA DAURAHA","20-6-2019 TO 19-7-2019","10X30X2,   10X20X6","10X30X2,   10X20X6","UNIPOL HOARDING",$0.00,"",$18900.00,"",$18900.00,$18000.00,"BHOJPUR BUSSTAN, APNI HAWELI RMP, SHERUA CHAURAHA, SISMA DAURAHA",$0.00,$0.00,$21240.00,,$0.00,$0.00,$9.00,$1620.00,$9.00,$1620.00,$0.00,$0.00,$21240.00,"9983"
$1851.00,$3906.00,19-6-2019 0:00:00,$36.00,"HARKRISHAN PLASTICS",$108.00,"SIRMAUR SOAP FACTORY",$61.00,"CANOPY","7 PCS CANOPY","NA","NA","4X4","7  PCS","BACK OUT WITH HAVEY PIPE",$0.00,"",$1620.00,"PER PCS",$11340.00,$10300.00,"HARKRISHAN PLASTIC - 12154/-, TRANSPORT- 500/-",$0.00,$0.00,$12154.00,,$0.00,$12154.00,$0.00,$0.00,$0.00,$0.00,$18.00,$1854.00,$12154.00,"7308"
$1852.00,$3907.00,20-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISAR + ROHTAK EDITION + PANIPAT EDITION","21-6-2019","HEIGHT - 6CM. WIDTH - 33CM.","198 SQCM.","PAGE NO. 2,4,5",$0.00,"",$80.00,"40+40=80/-",$15840.00,$14652.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$15384.00,,$0.00,$15384.00,$2.50,$366.30,$2.50,$366.30,$0.00,$0.00,$15384.60,"9983"
$1853.00,$3908.00,20-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","BAREILLY CITY","22-6-2019","HEIGHT - 8CM. WIDTH - 15 CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$29.00,"PER SQCM.",$3480.00,$3219.00,"BAREILLY CITY @29/- DEAL 25 LAKH",$0.00,$0.00,$3379.00,,$0.00,$3379.00,$2.50,$80.48,$2.50,$80.48,$0.00,$0.00,$3379.95,"9983"
$1854.00,$3909.00,20-6-2019 0:00:00,$13.00,"I NEXT",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$10.00,"ADVERTISING IN NEWS PAPER","JIWAN SOAP","BAREILY + DEHAT","21-6-2019","HEIGHT = 8CM. WIDTH = 33CM.","264 SQCM.","GOOD POSITION",$0.00,"",$20.00,"PER SQCM.",$5280.00,$4488.00,"",$0.00,$0.00,$4712.00,,$0.00,$0.00,$2.50,$112.20,$2.50,$112.20,$0.00,$0.00,$4712.40,"9983"
$1855.00,$3910.00,21-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION","26-6-2019","HEIGHT - 8CM. WIDTH - 14CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$36.00,"PER SQCM.",$4032.00,$3729.60,"NAINITAL EDITION@36/- DEAL 7 LAKH",$0.00,$0.00,$3916.00,,$0.00,$3916.00,$2.50,$93.24,$2.50,$93.24,$0.00,$0.00,$3916.08,"9983"
$1856.00,$3911.00,22-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION","24-6-2019","HEIGHT - 8CM.  WIDTH- 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$22.00,"PER SQCM.",$2640.00,$2442.00,"MORADABAD EDITION@22/- DEAL 25 LAKH",$0.00,$0.00,$2565.00,,$0.00,$2564.00,$2.50,$61.05,$2.50,$61.05,$0.00,$0.00,$2564.10,"9983"
$1857.00,$3912.00,22-6-2019 0:00:00,$2.00,"AMAR UJALA",$275.00,"SANJAY JAIN",$2.00,"RUNNING CLASSIFIED","FOR RENT - RESIDENTIAL","MORDABAD EDITION","23-6-2019","25 WORDS","25 WORDS","FOR RENT  - RESIDENTIAL",$0.00,"",$957.00,"FOR 25 WORDS",$957.00,$813.45,"",$0.00,$0.00,$854.00,"2217",$1000.00,$0.00,$2.50,$20.34,$2.50,$20.34,$0.00,$0.00,$854.12,"9983"
$1858.00,$3913.00,24-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$80.00,"S DHANWANTRI SME 2 - 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (5 EDITION)","25-6-2019","HEIGHT - 12CM. WIDTH -  10CM.","120 SQCM. (PACHAN SUDHA )","PAGE NO. 2,4,5",$0.00,"",$671.00,"176+176+88+88+143=671/-",$80520.00,$74481.00,"LUCKNOW EDI@176/-, KANPUR EDI@176/-, GORAKHPUR EDI@88/-, ALLAHABAD EDI@88/-, VARANASI EDI@143/-.......DEAL 25 LAKH",$0.00,$0.00,$78205.00,"2228",$100000.00,$78205.00,$2.50,$1862.03,$2.50,$1862.03,$0.00,$0.00,$78205.05,"9983"
$1859.00,$3914.00,24-6-2019 0:00:00,$2.00,"AMAR UJALA",$9.00,"KHWAJA PUBLIC SCHOOL",$2.00,"RUNNING CLASSIFIED","REQUIRED TEACHERS","MORADABAD EDITION","25-6-19,  26-6-2019,  27-6-2019  (2+1)","25 WORDS","25 WORDS","REQUIRED TEACHERS",$0.00,"",$957.00,"FOR 25 WORDS",$1914.00,$1626.90,"SCHEME 2+1",$0.00,$0.00,$1708.00,"2214",$2000.00,$0.00,$2.50,$40.67,$2.50,$40.67,$0.00,$0.00,$1708.24,"9914"
$1860.00,$3915.00,24-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISAR + ROHTAK EDITION + PANIPAT EDITION","28-6-2019","HEIGHT - 6CM. WIDTH - 33CM.","198 SQCM.","PAGE NO 2,4,5",$0.00,"",$80.00,"40+40=80",$15840.00,$14652.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$15384.00,"2246-2247",$181421.00,$15384.00,$2.50,$366.30,$2.50,$366.30,$0.00,$0.00,$15384.60,"9833"
$1861.00,$3916.00,25-6-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION","27-6-2019","HEIGHT - 8CM.  WIDTH - 14 CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$45.00,"PER SQCM.",$5040.00,$4662.00,"MORADABAD EDITION@45/- DEAL  7 LAKH",$0.00,$0.00,$4895.00,,$0.00,$4896.00,$2.50,$116.55,$2.50,$116.55,$0.00,$0.00,$4895.10,"9833"
